RETAILER_CODE,RANG,GAME_CODE_RECOMMANDE,SCORE_POPULARITE_GLOBALE
29705501,3,7,289651250
29705501,4,9,0
29705501,5,10,0
29710501,1,3,1408341750
29710501,2,6,829962250
29710501,3,7,289698750
29710501,4,9,0
29710501,5,10,0
29715701,1,5,1409636750
29715701,2,3,1408458250
29715701,3,6,830043750
29715701,4,7,289751000
29715701,5,9,0
29801050,1,3,1406813000
29801050,2,6,828516000
29801050,3,7,289393500
29801050,4,9,0
29801050,5,10,0
29801220,1,5,1407153750
29801220,2,6,827708500
29801220,3,7,289180250
29801220,4,9,0
29801220,5,10,0
29802501,1,2,27338978250
29802501,2,3,1406873250
29802501,3,6,828614750
29802501,4,7,289267000
29802501,5,9,0
29803101,1,3,1408056750
29803101,2,6,829586750
29803101,3,7,289482000
29803101,4,9,0
29803101,5,10,0
29803201,1,3,1407467250
29803201,2,6,829278750
29803201,3,7,289498000
29803201,4,9,0
29803201,5,10,0
29803301,1,3,1408175750
29803301,2,6,829822500
29803301,3,7,289606250
29803301,4,9,0
29803301,5,10,0
29803901,1,5,1409636500
29803901,2,3,1408452750
29803901,3,7,289750500
29803901,4,9,0
29803901,5,10,0
29804001,1,1,450189938100
29804001,2,2,27338978250
29804001,3,5,1409640750
29804001,4,3,1408458250
29804001,5,6,830053250
29804560,1,5,1409490750
29804560,2,3,1408415500
29804560,3,6,829903250
29804560,4,7,289663000
29804560,5,9,0
29804601,1,1,450200902300
29804601,2,2,27338978250
29804601,3,5,1409640750
29804601,4,3,1408458250
29804601,5,6,830053250
29804801,1,3,1408159250
29804801,2,6,829692250
29804801,3,7,289614750
29804801,4,9,0
29804801,5,10,0
29805001,1,5,1409639750
29805001,2,3,1408457250
29805001,3,6,830053250
29805001,4,7,289751000
29805001,5,9,0
29805401,1,3,1407939500
29805401,2,6,829706250
29805401,3,7,289520500
29805401,4,9,0
29805401,5,10,0
29805501,1,5,1409639250
29805501,2,3,1408455750
29805501,3,6,830052750
29805501,4,7,289751000
29805501,5,9,0
29806230,1,2,27338959250
29806230,2,3,1406126000
29806230,3,7,288631000
29806230,4,9,0
29806230,5,10,0
29806401,1,3,1408435500
29806401,2,6,830020750
29806401,3,7,289736500
29806401,4,9,0
29806401,5,10,0
29806601,1,1,450182978200
29806601,2,2,27338978250
29806601,3,5,1409640750
29806601,4,3,1408458250
29806601,5,6,830053250
29806701,1,2,27334668250
29806701,2,5,1409640750
29806701,3,3,1408458250
29806701,4,6,830053250
29806701,5,7,289751000
29806801,1,5,1409548250
29806801,2,6,830012000
29806801,3,7,289707250
29806801,4,9,0
29806801,5,10,0
29807601,1,2,27338978250
29807601,2,3,1407831250
29807601,3,6,829729000
29807601,4,7,289530250
29807601,5,9,0
29811010,1,5,1409629750
29811010,2,3,1408435000
29811010,3,7,289745750
29811010,4,9,0
29811010,5,10,0
29811601,1,5,1409474000
29811601,2,6,829957250
29811601,3,7,289746750
29811601,4,9,0
29811601,5,10,0
29815201,1,5,1409638750
29815201,2,3,1408458250
29815201,3,6,830043250
29815201,4,7,289750000
29815201,5,9,0
29815601,1,3,1408283250
29815601,2,6,829452000
29815601,3,7,289658250
29815601,4,9,0
29815601,5,10,0
29818001,1,3,1408146250
29818001,2,6,829807750
29818001,3,7,289658000
29818001,4,9,0
29818001,5,10,0
29819501,1,3,1407766000
29819501,2,6,829474250
29819501,3,7,289488000
29819501,4,9,0
29819501,5,10,0
29828201,1,2,27338914000
29828201,2,6,827713250
29828201,3,7,289236000
29828201,4,9,0
29828201,5,10,0
29854301,1,5,1409042750
29854301,2,3,1408134000
29854301,3,7,289656750
29854301,4,9,0
29854301,5,10,0
29856200,1,3,1408362000
29856200,2,6,829929000
29856200,3,7,289715750
29856200,4,9,0
29856200,5,10,0
29856401,1,3,1407548250
29856401,2,6,829357500
29856401,3,7,289434500
29856401,4,9,0
29856401,5,10,0
29858001,1,5,1408982250
29858001,2,6,829792500
29858001,3,7,289668250
29858001,4,9,0
29858001,5,10,0
29900501,1,2,27338972000
29900501,2,6,829625250
29900501,3,7,289511000
29900501,4,9,0
29900501,5,10,0
29902601,1,5,1409394000
29902601,2,6,829990750
29902601,3,7,289739500
29902601,4,9,0
29902601,5,10,0
29904301,1,3,1407512750
29904301,2,6,828906750
29904301,3,7,289345000
29904301,4,9,0
29904301,5,10,0
29904601,1,3,1407938000
29904601,2,6,829334500
29904601,3,7,289403500
29904601,4,9,0
29904601,5,10,0
29904901,1,5,1409277000
29904901,2,3,1408190250
29904901,3,7,289444500
29904901,4,9,0
29904901,5,10,0
29905201,1,3,1408337750
29905201,2,6,829858750
29905201,3,7,289691750
29905201,4,9,0
29905201,5,10,0
29905801,1,3,1408216250
29905801,2,6,829839750
29905801,3,7,289731000
29905801,4,9,0
29905801,5,10,0
29907201,1,2,27338973750
29907201,2,5,1409640750
29907201,3,3,1408458250
29907201,4,6,830052750
29907201,5,7,289751000
29907301,1,3,1408319250
29907301,2,6,829863250
29907301,3,7,289685750
29907301,4,9,0
29907301,5,10,0
29907601,1,5,1407725500
29907601,2,6,829438750
29907601,3,7,289519750
29907601,4,9,0
29907601,5,10,0
29908101,1,2,27338971250
29908101,2,5,1409640750
29908101,3,3,1408458250
29908101,4,6,830053250
29908101,5,7,289751000
29908201,1,3,1408435250
29908201,2,6,830041000
29908201,3,7,289740000
29908201,4,9,0
29908201,5,10,0
29908501,1,3,1408454000
29908501,2,6,829979000
29908501,3,7,289708500
29908501,4,9,0
29908501,5,10,0
29909001,1,2,27321491000
29909001,2,5,1409639750
29909001,3,3,1408458250
29909001,4,6,830053250
29909001,5,7,289751000
29909101,1,2,27338977750
29909101,2,5,1409640750
29909101,3,3,1408458250
29909101,4,6,830053250
29909101,5,7,289751000
29909201,1,5,1409624750
29909201,2,3,1408435750
29909201,3,6,830052250
29909201,4,7,289751000
29909201,5,9,0
29909301,1,5,1409628750
29909301,2,3,1408448500
29909301,3,6,830039250
29909301,4,9,0
29909301,5,10,0
29909401,1,2,27338593500
29909401,2,5,1409640750
29909401,3,3,1408458250
29909401,4,6,830045250
29909401,5,7,289751000
29909601,1,2,27338637250
29909601,2,5,1409640750
29909601,3,3,1408458250
29909601,4,6,830053250
29909601,5,7,289751000
29909701,1,5,1409317000
29909701,2,6,829938500
29909701,3,7,289647750
29909701,4,9,0
29909701,5,10,0
29909801,1,2,27338815250
29909801,2,5,1409640750
29909801,3,3,1408458250
29909801,4,6,830053250
29909801,5,7,289751000
29909901,1,1,450200905300
29909901,2,2,27338978250
29909901,3,5,1409640750
29909901,4,3,1408458250
29909901,5,6,830053250
29910601,1,2,27338938750
29910601,2,5,1409638250
29910601,3,3,1408456250
29910601,4,9,0
29910601,5,10,0
29911101,1,3,1408017250
29911101,2,6,829958000
29911101,3,7,289710500
29911101,4,9,0
29911101,5,10,0
29911610,1,5,1409276000
29911610,2,3,1408109500
29911610,3,7,289677500
29911610,4,9,0
29911610,5,10,0
29915750,1,2,27338649250
29915750,2,6,829771250
29915750,3,7,289675000
29915750,4,9,0
29915750,5,10,0
29919901,1,5,1409615250
29919901,2,3,1408434000
29919901,3,7,289745500
29919901,4,9,0
29919901,5,10,0
29925401,1,5,1409635250
29925401,2,3,1408455750
29925401,3,6,830051750
29925401,4,7,289751000
29925401,5,9,0
29956401,1,5,1409596500
29956401,2,6,830046750
29956401,3,7,289749500
29956401,4,9,0
29956401,5,10,0
29977901,1,1,450179478800
29977901,2,5,1409640750
29977901,3,3,1408458250
29977901,4,6,830051250
29977901,5,7,289751000
40100601,1,3,1408043000
40100601,2,6,829887750
40100601,3,7,289704750
40100601,4,9,0
40100601,5,10,0
40101601,1,5,1407952750
40101601,2,6,829186250
40101601,3,7,289496750
40101601,4,9,0
40101601,5,10,0
40102001,1,3,1405306000
40102001,2,6,827348750
40102001,3,7,288959250
40102001,4,9,0
40102001,5,10,0
40102401,1,3,1408273750
40102401,2,6,829953750
40102401,3,7,289706000
40102401,4,9,0
40102401,5,10,0
40102601,1,3,1404207000
40102601,2,6,826845250
40102601,3,7,288333000
40102601,4,9,0
40102601,5,10,0
40105501,1,5,1409358250
40105501,2,3,1407952250
40105501,3,7,289634000
40105501,4,9,0
40105501,5,10,0
40105901,1,5,1409596750
40105901,2,3,1408426000
40105901,3,7,289744000
40105901,4,9,0
40105901,5,10,0
40106201,1,5,1409632750
40106201,2,3,1408458250
40106201,3,6,830025250
40106201,4,7,289741000
40106201,5,9,0
40106401,1,2,27338952750
40106401,2,5,1409640750
40106401,3,6,830045250
40106401,4,7,289751000
40106401,5,9,0
40106701,1,3,1405811500
40106701,2,6,827739250
40106701,3,7,288918750
40106701,4,9,0
40106701,5,10,0
40107901,1,2,27338977750
40107901,2,5,1409640750
40107901,3,3,1408458250
40107901,4,6,830053250
40107901,5,7,289751000
40109101,1,2,27338978250
40109101,2,3,1408415250
40109101,3,6,830053250
40109101,4,7,289750000
40109101,5,9,0
40109201,1,3,1407974000
40109201,2,6,829457500
40109201,3,7,289624750
40109201,4,9,0
40109201,5,10,0
40110201,1,3,1408261000
40110201,2,6,829820000
40110201,3,7,289664000
40110201,4,9,0
40110201,5,10,0
40110401,1,2,27338977750
40110401,2,5,1409569250
40110401,3,7,289684250
40110401,4,9,0
40110401,5,10,0
40112001,1,5,1408386500
40112001,2,6,829341250
40112001,3,7,289442500
40112001,4,9,0
40112001,5,10,0
40112101,1,5,1408860250
40112101,2,6,829573000
40112101,3,7,289579000
40112101,4,9,0
40112101,5,10,0
40112201,1,5,1408847000
40112201,2,3,1407449750
40112201,3,7,289572000
40112201,4,9,0
40112201,5,10,0
40112301,1,5,1408205250
40112301,2,3,1407291750
40112301,3,7,289468500
40112301,4,9,0
40112301,5,10,0
40113601,1,3,1408409250
40113601,2,6,829992000
40113601,3,7,289686250
40113601,4,9,0
40113601,5,10,0
40113801,1,1,450147037650
40113801,2,2,27338978250
40113801,3,5,1409640750
40113801,4,3,1408458250
40113801,5,6,830053250
40114201,1,5,1409628750
40114201,2,3,1408445750
40114201,3,7,289743250
40114201,4,9,0
40114201,5,10,0
40114301,1,3,1408219000
40114301,2,6,829950000
40114301,3,7,289701250
40114301,4,9,0
40114301,5,10,0
40116101,1,3,1407837750
40116101,2,6,829580500
40116101,3,7,289524750
40116101,4,9,0
40116101,5,10,0
40116201,1,3,1408372250
40116201,2,6,829934000
40116201,3,7,289706500
40116201,4,9,0
40116201,5,10,0
40117101,1,2,27338665750
40117101,2,5,1409640750
40117101,3,3,1408458250
40117101,4,6,830053250
40117101,5,7,289751000
40117201,1,2,27338968250
40117201,2,5,1409640750
40117201,3,3,1408458250
40117201,4,6,830053250
40117201,5,7,289751000
40117901,1,1,450200904300
40117901,2,2,27338978250
40117901,3,5,1409640750
40117901,4,3,1408458250
40117901,5,6,830053250
40118001,1,1,450200900300
40118001,2,2,27338978250
40118001,3,5,1409640750
40118001,4,3,1408458250
40118001,5,6,830053250
40123250,1,3,1405683250
40123250,2,6,828287000
40123250,3,7,288990750
40123250,4,9,0
40123250,5,10,0
40124301,1,5,1409407250
40124301,2,3,1408294500
40124301,3,7,289646000
40124301,4,9,0
40124301,5,10,0
40127601,1,1,449814056000
40127601,2,2,27338978250
40127601,3,5,1409640750
40127601,4,3,1408458250
40127601,5,6,830053250
40129801,1,3,1404248000
40129801,2,6,827259000
40129801,3,7,288897250
40129801,4,9,0
40129801,5,10,0
40132960,1,2,27334085750
40132960,2,6,825593000
40132960,3,7,289366500
40132960,4,9,0
40132960,5,10,0
40136401,1,5,1409418750
40136401,2,6,829939250
40136401,3,7,289595750
40136401,4,9,0
40136401,5,10,0
40137430,1,3,1408290750
40137430,2,6,829711000
40137430,3,7,289421000
40137430,4,9,0
40137430,5,10,0
40145301,1,3,1407326750
40145301,2,6,829126250
40145301,3,7,289651000
40145301,4,9,0
40145301,5,10,0
40146700,1,3,1407621750
40146700,2,6,829513500
40146700,3,7,289743500
40146700,4,9,0
40146700,5,10,0
40154301,1,3,1407422250
40154301,2,6,829793500
40154301,3,7,289649750
40154301,4,9,0
40154301,5,10,0
40155301,1,5,1409586250
40155301,2,3,1408422250
40155301,3,7,289748000
40155301,4,9,0
40155301,5,10,0
40158901,1,5,1409305750
40158901,2,6,829838500
40158901,3,7,289678000
40158901,4,9,0
40158901,5,10,0
40170601,1,5,1409538250
40170601,2,6,829943750
40170601,3,7,289718750
40170601,4,9,0
40170601,5,10,0
40188301,1,2,27334072750
40188301,2,5,1409640750
40188301,3,3,1408458250
40188301,4,6,830042750
40188301,5,7,289751000
40188401,1,5,1409307000
40188401,2,6,829816750
40188401,3,7,289669000
40188401,4,9,0
40188401,5,10,0
40188501,1,3,1408284250
40188501,2,6,829980500
40188501,3,7,289729000
40188501,4,9,0
40188501,5,10,0
40188601,1,3,1408152750
40188601,2,6,830018000
40188601,3,7,289740000
40188601,4,9,0
40188601,5,10,0
40188701,1,2,27338723250
40188701,2,5,1409640750
40188701,3,3,1408458250
40188701,4,6,830053250
40188701,5,7,289751000
40188801,1,5,1409431500
40188801,2,6,829979000
40188801,3,7,289695000
40188801,4,9,0
40188801,5,10,0
40188901,1,5,1408792000
40188901,2,3,1407607250
40188901,3,7,289531500
40188901,4,9,0
40188901,5,10,0
40189001,1,5,1408194250
40189001,2,3,1407448250
40189001,3,7,288993750
40189001,4,9,0
40189001,5,10,0
40189101,1,1,450200903300
40189101,2,2,27338978250
40189101,3,5,1409640750
40189101,4,3,1408458250
40189101,5,6,830053250
40189201,1,3,1408277000
40189201,2,6,830004750
40189201,3,7,289736750
40189201,4,9,0
40189201,5,10,0
40189301,1,5,1409356750
40189301,2,3,1408370750
40189301,3,6,830026250
40189301,4,7,289751000
40189301,5,9,0
40203801,1,5,1408900500
40203801,2,6,829331500
40203801,3,7,289620500
40203801,4,9,0
40203801,5,10,0
40300590,1,2,27338978250
40300590,2,5,1408862250
40300590,3,6,829724250
40300590,4,7,289576250
40300590,5,9,0
40401300,1,5,1407561250
40401300,2,6,828792250
40401300,3,7,289185000
40401300,4,9,0
40401300,5,10,0
40811001,1,3,1407076000
40811001,2,6,829453750
40811001,3,7,289480000
40811001,4,9,0
40811001,5,10,0
40814600,1,2,27336141000
40814600,2,5,1409640750
40814600,3,3,1408432500
40814600,4,6,830053250
40814600,5,7,289751000
40900030,1,2,27338894250
40900030,2,6,829756000
40900030,3,7,289676750
40900030,4,9,0
40900030,5,10,0
41100760,1,2,27338978250
41100760,2,5,1405758000
41100760,3,6,827469250
41100760,4,7,288781500
41100760,5,9,0
41101630,1,2,27338978250
41101630,2,3,1402919000
41101630,3,6,826357750
41101630,4,7,288246500
41101630,5,9,0
41102001,1,2,27338313500
41102001,2,6,822411750
41102001,3,7,287211500
41102001,4,9,0
41102001,5,10,0
41102301,1,3,1408360000
41102301,2,6,830019250
41102301,3,7,289678750
41102301,4,9,0
41102301,5,10,0
41103530,1,2,27338978250
41103530,2,3,1406076250
41103530,3,6,827908500
41103530,4,7,289038000
41103530,5,9,0
41103701,1,3,1402663750
41103701,2,6,825369000
41103701,3,7,288343000
41103701,4,9,0
41103701,5,10,0
41118901,1,2,27338978250
41118901,2,3,1407395000
41118901,3,6,829169250
41118901,4,7,289392500
41118901,5,9,0
41200230,1,5,1407851000
41200230,2,6,828699000
41200230,3,7,289347750
41200230,4,9,0
41200230,5,10,0
41200501,1,5,1409583000
41200501,2,3,1408434500
41200501,3,6,830008250
41200501,4,7,289751000
41200501,5,9,0
41200701,1,5,1409542750
41200701,2,6,829965500
41200701,3,7,289707000
41200701,4,9,0
41200701,5,10,0
41200850,1,2,27338978250
41200850,2,5,1409238500
41200850,3,6,829881750
41200850,4,7,289694000
41200850,5,9,0
41201101,1,2,27338862250
41201101,2,6,829308250
41201101,3,7,289579250
41201101,4,9,0
41201101,5,10,0
41226501,1,2,27338951750
41226501,2,3,1408404500
41226501,3,7,289738500
41226501,4,9,0
41226501,5,10,0
41300430,1,2,27338514750
41300430,2,6,828650500
41300430,3,7,289224000
41300430,4,9,0
41300430,5,10,0
41500601,1,2,27338978250
41500601,2,3,1408238500
41500601,3,6,830029750
41500601,4,7,289743000
41500601,5,9,0
41500701,1,3,1408084750
41500701,2,6,829628750
41500701,3,7,289549750
41500701,4,9,0
41500701,5,10,0
41501300,1,3,1402717000
41501300,2,6,824802000
41501300,3,7,287959000
41501300,4,9,0
41501300,5,10,0
41502601,1,2,27338978250
41502601,2,5,1406132500
41502601,3,6,827924000
41502601,4,7,288818000
41502601,5,9,0
41503960,1,5,1406541750
41503960,2,6,829039250
41503960,3,7,289386500
41503960,4,9,0
41503960,5,10,0
41505701,1,2,27338885500
41505701,2,6,828951250
41505701,3,7,289359250
41505701,4,9,0
41505701,5,10,0
41505801,1,2,27338872250
41505801,2,6,829129750
41505801,3,7,289361500
41505801,4,9,0
41505801,5,10,0
41506601,1,5,1409505250
41506601,2,6,829884000
41506601,3,7,289686750
41506601,4,9,0
41506601,5,10,0
41515701,1,3,1406157000
41515701,2,6,828363250
41515701,3,7,288981250
41515701,4,9,0
41515701,5,10,0
41700490,1,2,27338296750
41700490,2,6,828782500
41700490,3,7,289446500
41700490,4,9,0
41700490,5,10,0
41900910,1,2,27338978250
41900910,2,5,1409173250
41900910,3,6,829662750
41900910,4,7,289644250
41900910,5,9,0
41901201,1,2,27338963500
41901201,2,5,1409640750
41901201,3,3,1408458250
41901201,4,6,830053250
41901201,5,7,289751000
41906001,1,2,27338975250
41906001,2,6,829819750
41906001,3,7,289694000
41906001,4,9,0
41906001,5,10,0
41918001,1,3,1406550750
41918001,2,6,829192000
41918001,3,7,289570500
41918001,4,9,0
41918001,5,10,0
41955301,1,5,1406849750
41955301,2,6,828258250
41955301,3,7,289192000
41955301,4,9,0
41955301,5,10,0
42101410,1,3,1407235750
42101410,2,6,829091000
42101410,3,7,289234750
42101410,4,9,0
42101410,5,10,0
42102201,1,5,1406657500
42102201,2,6,827616500
42102201,3,7,288787500
42102201,4,9,0
42102201,5,10,0
42102510,1,2,27338976750
42102510,2,6,828183250
42102510,3,7,289161750
42102510,4,9,0
42102510,5,10,0
42102601,1,5,1409500750
42102601,2,6,829945000
42102601,3,7,289733750
42102601,4,9,0
42102601,5,10,0
42102701,1,5,1409624250
42102701,2,6,830025500
42102701,3,7,289740000
42102701,4,9,0
42102701,5,10,0
42102901,1,2,27338978250
42102901,2,5,1409621250
42102901,3,6,830029000
42102901,4,7,289750500
42102901,5,9,0
42103101,1,2,27338978250
42103101,2,5,1409634250
42103101,3,3,1408446250
42103101,4,7,289744500
42103101,5,9,0
42103301,1,2,27338970750
42103301,2,6,829674750
42103301,3,7,289662500
42103301,4,9,0
42103301,5,10,0
42104301,1,2,27338978250
42104301,2,5,1409640000
42104301,3,3,1408457750
42104301,4,6,830053250
42104301,5,7,289751000
42104501,1,5,1409640000
42104501,2,3,1408458250
42104501,3,6,830050500
42104501,4,7,289751000
42104501,5,9,0
42105301,1,1,450200904800
42105301,2,2,27338978250
42105301,3,5,1409640750
42105301,4,3,1408458250
42105301,5,6,830053250
42106101,1,3,1406569500
42106101,2,6,828044750
42106101,3,7,289138750
42106101,4,9,0
42106101,5,10,0
42106901,1,3,1407353250
42106901,2,6,828985750
42106901,3,7,289176250
42106901,4,9,0
42106901,5,10,0
42108150,1,3,1407443250
42108150,2,6,829291250
42108150,3,7,289500500
42108150,4,9,0
42108150,5,10,0
42108350,1,3,1408115250
42108350,2,6,829776500
42108350,3,7,289726500
42108350,4,9,0
42108350,5,10,0
42115600,1,2,27338978250
42115600,2,5,1409352000
42115600,3,6,829817250
42115600,4,7,289705000
42115600,5,9,0
42117001,1,3,1407416250
42117001,2,6,829332250
42117001,3,7,289509250
42117001,4,9,0
42117001,5,10,0
42118901,1,2,27338978000
42118901,2,5,1409636750
42118901,3,3,1408458250
42118901,4,7,289749000
42118901,5,9,0
42125401,1,5,1408835000
42125401,2,3,1407755750
42125401,3,7,289575750
42125401,4,9,0
42125401,5,10,0
42126701,1,5,1409611750
42126701,2,6,829995250
42126701,3,7,289729750
42126701,4,9,0
42126701,5,10,0
42127601,1,3,1406832750
42127601,2,6,829129000
42127601,3,7,289272250
42127601,4,9,0
42127601,5,10,0
42127801,1,5,1409451000
42127801,2,6,829539000
42127801,3,7,289662250
42127801,4,9,0
42127801,5,10,0
42145401,1,2,27338963750
42145401,2,3,1408450000
42145401,3,7,289732750
42145401,4,9,0
42145401,5,10,0
42145501,1,5,1409501250
42145501,2,6,829995500
42145501,3,7,289697250
42145501,4,9,0
42145501,5,10,0
42202010,1,2,27338978250
42202010,2,5,1409581250
42202010,3,3,1408436750
42202010,4,6,830053250
42202010,5,7,289751000
42202201,1,2,27338930000
42202201,2,3,1408326250
42202201,3,7,289743250
42202201,4,9,0
42202201,5,10,0
42204360,1,5,1407633500
42204360,2,6,829262000
42204360,3,7,289436250
42204360,4,9,0
42204360,5,10,0
42204501,1,2,27338975250
42204501,2,6,825164000
42204501,3,7,287667500
42204501,4,9,0
42204501,5,10,0
42208001,1,5,1409053500
42208001,2,3,1407514000
42208001,3,6,829639750
42208001,4,7,289751000
42208001,5,9,0
42300310,1,2,27338666000
42300310,2,6,826327750
42300310,3,7,288590000
42300310,4,9,0
42300310,5,10,0
42400301,1,5,1409558250
42400301,2,3,1408308750
42400301,3,6,829907750
42400301,4,7,289751000
42400301,5,9,0
42400601,1,2,27338956250
42400601,2,6,829879000
42400601,3,7,289725250
42400601,4,9,0
42400601,5,10,0
42478201,1,3,1406817500
42478201,2,6,828753750
42478201,3,7,289197250
42478201,4,9,0
42478201,5,10,0
42500501,1,2,27338901250
42500501,2,6,829354000
42500501,3,7,289577750
42500501,4,9,0
42500501,5,10,0
42500701,1,2,27338977000
42500701,2,3,1408457250
42500701,3,6,830053250
42500701,4,7,289751000
42500701,5,9,0
42500930,1,2,27338978250
42500930,2,5,1407842000
42500930,3,6,829479500
42500930,4,7,289564500
42500930,5,9,0
42501130,1,3,1396974000
42501130,2,6,821915500
42501130,3,7,287423500
42501130,4,9,0
42501130,5,10,0
42508001,1,2,27338978250
42508001,2,3,1405965750
42508001,3,6,828728000
42508001,4,7,289363000
42508001,5,9,0
42700501,1,2,27338978250
42700501,2,5,1409224750
42700501,3,3,1408057250
42700501,4,7,289663000
42700501,5,9,0
42800320,1,2,27338978250
42800320,2,5,1403979000
42800320,3,6,826255500
42800320,4,7,288387750
42800320,5,9,0
42800430,1,2,27338975750
42800430,2,6,829108500
42800430,3,7,289417250
42800430,4,9,0
42800430,5,10,0
42802730,1,2,27338791500
42802730,2,6,827846750
42802730,3,7,288971750
42802730,4,9,0
42802730,5,10,0
42803230,1,2,27338969750
42803230,2,6,829922000
42803230,3,7,289681250
42803230,4,9,0
42803230,5,10,0
42803330,1,2,27338978250
42803330,2,5,1405652250
42803330,3,6,827275750
42803330,4,7,288605500
42803330,5,9,0
42845301,1,2,27338973750
42845301,2,3,1405882500
42845301,3,7,288473500
42845301,4,9,0
42845301,5,10,0
42900401,1,2,27338977500
42900401,2,5,1409495250
42900401,3,7,289704750
42900401,4,9,0
42900401,5,10,0
42900610,1,2,27338978250
42900610,2,5,1409330000
42900610,3,6,829814750
42900610,4,7,289683750
42900610,5,9,0
42901101,1,2,27338978250
42901101,2,5,1409398000
42901101,3,6,829876500
42901101,4,7,289653000
42901101,5,9,0
42902410,1,5,1409092000
42902410,2,6,829729000
42902410,3,7,289649000
42902410,4,9,0
42902410,5,10,0
42902801,1,2,27338978250
42902801,2,5,1409615750
42902801,3,3,1408444000
42902801,4,7,289742250
42902801,5,9,0
42902950,1,5,1409250750
42902950,2,6,829846250
42902950,3,7,289642250
42902950,4,9,0
42902950,5,10,0
42903101,1,2,27338964000
42903101,2,6,829672000
42903101,3,7,289676250
42903101,4,9,0
42903101,5,10,0
42903301,1,5,1409471750
42903301,2,3,1408289000
42903301,3,7,289677500
42903301,4,9,0
42903301,5,10,0
42903450,1,5,1406818750
42903450,2,6,828359250
42903450,3,7,289110750
42903450,4,9,0
42903450,5,10,0
42903701,1,3,1408233250
42903701,2,6,829829500
42903701,3,7,289668500
42903701,4,9,0
42903701,5,10,0
42903801,1,3,1408354500
42903801,2,6,829889500
42903801,3,7,289647250
42903801,4,9,0
42903801,5,10,0
42904501,1,5,1408611250
42904501,2,6,829496250
42904501,3,7,289473750
42904501,4,9,0
42904501,5,10,0
42905601,1,2,27338970000
42905601,2,3,1408458250
42905601,3,6,830052250
42905601,4,7,289751000
42905601,5,9,0
42906101,1,2,27338977750
42906101,2,5,1409628750
42906101,3,3,1408447000
42906101,4,9,0
42906101,5,10,0
42906410,1,5,1408686500
42906410,2,6,828926000
42906410,3,7,289614500
42906410,4,9,0
42906410,5,10,0
42906901,1,2,27338978250
42906901,2,5,1409640750
42906901,3,3,1408456250
42906901,4,6,830053250
42906901,5,7,289751000
42907401,1,3,1408164000
42907401,2,6,829817750
42907401,3,7,289647250
42907401,4,9,0
42907401,5,10,0
42907601,1,5,1409639750
42907601,2,3,1408457750
42907601,3,6,830051250
42907601,4,7,289751000
42907601,5,9,0
42907701,1,2,27338972000
42907701,2,5,1409640750
42907701,3,3,1408458250
42907701,4,6,830053250
42907701,5,7,289751000
42907801,1,3,1408440500
42907801,2,6,830033500
42907801,3,7,289727000
42907801,4,9,0
42907801,5,10,0
42907901,1,1,450200905300
42907901,2,2,27338977750
42907901,3,5,1409640750
42907901,4,3,1408458250
42907901,5,6,830053250
42908301,1,5,1409640000
42908301,2,3,1408457500
42908301,3,6,830053250
42908301,4,7,289751000
42908301,5,9,0
42908401,1,1,450200904800
42908401,2,2,27338978250
42908401,3,5,1409640750
42908401,4,3,1408458250
42908401,5,6,830053250
42908610,1,3,1406414750
42908610,2,6,828531250
42908610,3,7,288959500
42908610,4,9,0
42908610,5,10,0
42910210,1,2,27338978250
42910210,2,5,1408874750
42910210,3,6,829432000
42910210,4,7,289574000
42910210,5,9,0
42911660,1,2,27338957250
42911660,2,6,828785250
42911660,3,7,289263250
42911660,4,9,0
42911660,5,10,0
42914510,1,5,1409138250
42914510,2,6,829685500
42914510,3,7,289604250
42914510,4,9,0
42914510,5,10,0
42915201,1,5,1409454000
42915201,2,3,1408364250
42915201,3,7,289707000
42915201,4,9,0
42915201,5,10,0
42917600,1,5,1409103750
42917600,2,6,829564500
42917600,3,7,289644750
42917600,4,9,0
42917600,5,10,0
42919901,1,5,1409638000
42919901,2,6,830052250
42919901,3,7,289750000
42919901,4,9,0
42919901,5,10,0
42924600,1,5,1408905250
42924600,2,6,829296000
42924600,3,7,289505750
42924600,4,9,0
42924600,5,10,0
43300201,1,5,1409602250
43300201,2,3,1408415500
43300201,3,7,289683250
43300201,4,9,0
43300201,5,10,0
43302201,1,5,1409594000
43302201,2,3,1408383000
43302201,3,6,830045250
43302201,4,7,289751000
43302201,5,9,0
43302301,1,5,1408722500
43302301,2,6,829547250
43302301,3,7,289553750
43302301,4,9,0
43302301,5,10,0
43500030,1,5,1407384750
43500030,2,6,828323250
43500030,3,7,289318250
43500030,4,9,0
43500030,5,10,0
43500201,1,5,1409386750
43500201,2,6,829901500
43500201,3,7,289645000
43500201,4,9,0
43500201,5,10,0
43500301,1,2,27338955000
43500301,2,3,1408414000
43500301,3,7,289702000
43500301,4,9,0
43500301,5,10,0
43600401,1,5,1409585000
43600401,2,3,1408458250
43600401,3,6,829503000
43600401,4,7,289734500
43600401,5,9,0
43700001,1,3,1408380000
43700001,2,6,829956250
43700001,3,7,289696250
43700001,4,9,0
43700001,5,10,0
43800001,1,2,27338978250
43800001,2,5,1409062000
43800001,3,6,829435000
43800001,4,7,289551750
43800001,5,9,0
44000130,1,2,27338978250
44000130,2,3,1405255750
44000130,3,6,826910500
44000130,4,7,288309500
44000130,5,9,0
44200010,1,5,1408981500
44200010,2,6,829669500
